ans_id,question_id,content
102,102,一般情况下这个病是不影响正常的生活的，对人的情绪也没有很大的改变。出现这种情况应该对她的心里有一定的影响，所以你要及时开导，好好安慰让她摆脱这种对疾病的困扰。癫痫病只有坚持服药治疗是可以控制症状发作的。
103,103,癫痫是特别普遍的脑部疾病，该病的出现会困扰到患者的生活，会经常性的发作，导致患者特别的困扰，由于该病的危害性严重，为此大家需要将该病警惕起来，还要全面了解癫痫病的危害性，当癫痫出现之后对于患者的行为带来了极大的影响，有较多病史较长的患者，会出现行为怪异的情况，患者多是性格孤僻、少言寡语，而且容易冲动、暴怒、多疑等。
104,104,癫痫很难达到根治。治疗方法主要包括药物治疗：包括中药、西药，80%的病人需要药物治疗，如果经过规律的服药仍反复发作2年以上，可以试下手术治疗。
105,105,在平时的生活中，要去掉癫痫发作诱因，如饮酒、吸烟、疲劳、精神压抑、暴饮暴食、感染性疾病、受惊发热、剥夺睡眠、近亲结婚及有害的声、光刺激等，从根本上减少癫痫病的发作。
106,106,50到60岁的老年人脑部很容易出现肿瘤等，，这些肿瘤也是诱发老年癫痫的重要原因。老年人以前没有癫痫，突然出现癫痫就很可能是肿瘤，应该要引起注意。孩子出生的时候因为难产需要使用产钳助产，操作不当很容易引起脑部受伤，诱发癫痫。
107,107,癫痫的治疗效果是不分性别的，主要是根据有没有病因，如果是继发性的癫痫一般需要长期服药，如果是没有明确病因的特发性癫痫，有少部分在服药数年之后可能可以停药。
108,108,你好，很高兴为你解答，根据你描述的情况，是可以看电视的！注意一定不要太久！建议按时服用抗癫痫药物，平时注意饮食，食品应多样化，多吃蔬菜水果，忌食油腻肥厚、酒类及刺激性食物
109,109,你好，癫痫是有一定的遗传性的！但是您不用太担心，目前的治疗水平来说，癫痫是完全可以控制的，当然，前提是你们必须积极配合治疗
110,110,原发性癫痫是指无脑部器质性或代谢性疾病的表现，用现行的检查方法也不能发现病因的癫痫。一般癫痫主要是脑电图检查是可以明确诊断，是可以口服药物进行预防，确诊为脑部放电部位，也可以手术治疗
111,111,你好，目前国内手术治疗是通过开颅手术切除脑皮质病灶或阻断传导通路，但放电位置转移并不能除根，依然存在很大风险。患者如果在慎重考虑后依然选择要采用手术治疗，就一定要到正规的医院让专业的脑科医生治疗，在手术后也要做好护理，该注意的要注意。另外，患者及家属必须清楚，在手术治疗后的一段时间内，依然需要坚持服用抗癫痫药物多加保障。手术治疗并不代表病情的完全根治，只有在手术后坚持服用药物，再远离诱发癫痫的因素，这样就可以让癫痫疾病不再发作。
112,112,您好，癫痫病的初期症状表现有易激惹、烦燥不安、倒地抽搐、口吐白沫、情绪忧郁、心境不佳、常挑剔或抱怨他人的症状。大发作前数秒钟内病人出现的错觉、幻觉、自动症、局部肌阵挛或其它特殊感觉等。及时就医，确定癫痫的病因，确认癫痫的类型，及早进行治疗，如果治疗的越早，采取的防治措施越恰当的话，预后效果就会越好，治愈的几率也就会越大。
113,113,现在治疗癫痫病的方法是多种多样的，一旦得了癫痫病，需要及时就诊，选择一种最适合自己病情，并且疗效好的方法，对于患者才是最重要的。以现在的技术，癫痫病是可以治愈的，所以患者也不要太担心。
114,114,癫痫是由于脑部损伤代谢紊乱和遗传因素引起的疾病，建议你注意休息，避免劳累，可以口服奥卡西平药物治疗疾病。
115,115,你好，我先说小儿癫痫性疾病通过吃药大多数能够控制的很好。建议带孩子去治疗癫痫病的专科医院进一步检查明确诊断。医生根据诊断的结果会给孩子开药治疗的。
116,116,癫痫病人一般没有自杀倾向的可能，自杀倾向多见于抑郁症患者。如果失恋对你的妹妹造成很大的困惑，会增加得抑郁症的可能。
117,117,小儿良性癫痫是会影响癫痫患儿学习生活的，癫痫因为其治疗难度大，又非常容易复发，让很多人都对癫痫的治疗失去了信心，并且由于癫痫发作突发性，小儿良性癫痫也会影响患者的生活还有学习进程。精神心理治疗和康复治疗，也可以提高癫痫患者的生活质量。
118,118,你好，癫痫的病因，1、原因不明的、找不到病因的称为原发性癫痫2、能找到病因的为继发性癫痫比如脑肿瘤、先天性或发育异常、损伤、炎症、血液循环障碍、变性疾病等等。3、全身性因素，中毒、缺氧、代谢性及内分泌障碍、心血管疾病、发热惊厥等等。因此有很多癫痫患者是找不到病因的。
119,119,你好，根据你咨询的问题，如果有自杀的倾向，还是建立建议去精神心理科进行治疗一下。我要的心理有可能是因为需要长期吃药，自己内心接受不了。癫痫，如果用药物控制得好的话，是和正常人没有任何区别的，但主要就是需要长期吃药的。
120,120,原发性癫痫病症状：癫痫通常是大脑神经元异常放电引起的问题的，症状有抽搐，口吐白沫，意思丧失，眼角上翻，大小便失禁等。如无意识咀嚼、流口水、吞咽东西动作，吸吮动作、恶心等。或有腹痛、恶心呕吐和意识丧失，然后入睡；精神运动型癫痫发作时的主要症状为自动症。即在意识不清的情况下，无目的地动作或无意义的不合时宜的语言或行为，如胡乱摸索、行走、奔跑、踢打、胡言乱语、微笑或狂笑等。植物神经性癫痫：植物神经性癫痫症状发作时有轻重不等的意识障碍，发作后可有嗜睡，发作持续数分钟至数小时，甚至1-2天，发作频率不定，可表现为腹痛或呕吐及头痛症状。
121,121,原发性癫痫可以治好的，由于癫痫病发作时会影响脑部，因此在治疗儿童或者有些智力低下、记意力减退、思维紊乱、好忘事的患者，是神经细胞功能减退和受损的证据，应从改善脑功能、益智开窍、修复受损神经细胞的治本角度来治疗。
122,122,癫痫病诊断一般需要脑电图检查，这样可以帮助患者除了病史、神经系统检查外，脑电图检查被认为是迄今为止最重要的检查方法，常能帮助定位、定性。可以准确的进行发病炉灶的帮助治疗更加准备进行。其次就是血液化学检查，这项癫痫病检查也是必备的检查项目。如血糖、血钙、血镁、药物成分等，血糖、血钙及血镁浓度的高低是引起发作的重要条件。
123,123,去专门的精神病医院使用药物治疗看看，只要是确诊为癫痫就是需要长期服用药物治疗癫痫是中枢神经系统某一部分神经元病态过度放电引起短暂中枢神经系统系统功能失常，发作时脑电图确诊
124,124,你好，癫痫病与精神病的区别主要有以下几个方面：癫痫的症状：比如突然的倒地，口吐白沫，上肢体的抽动还有意识模糊等，这是都是癫痫病的症状，癫痫病治疗期间也会出现此类症状。有些癫痫病人有可能患有精神病，但是这样的情况是极少数的。精神病的症状：如敏感多疑、恐惧、头痛、失眠、易疲劳、注意力不集中、情绪不稳以及癔症样表现等。从发病的原因：癫痫病的发病原因：癫痫是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病。精神病发病原因：指神经系统发生的器质性疾病。
125,125,你好，突发精神刺激：一些突发的事件，容易引起病人情绪剧烈波动，在没有任何思想准备的情况下发现这种情况，受到精神刺激，会使病人大脑神经过度兴奋，引起癫痫发作。患者突发全身抽搐前将要倒地时，你应该立即扶住他，让他尽量慢慢倒下，以免摔伤。为了避免咬伤舌头，应在患者上下颌未闭紧前，将手绢、纱布、毛巾等柔软的物体卷成卷，垫在患者的口中。如果发现癫痫患者发作时已经牙关紧闭，不要采用暴力强行撬开患者的口腔，否则会造成患者牙齿的松动脱落。
126,126,癫痫发作起来常会出现精神感觉性发作，精神运动性及混合性发作，这样的癫痫患者多有不同程度的意识障碍及明显的思维，知觉，情感和精神运动障碍，可有神游症，夜游症等自动症表现，有时在幻觉，妄想的支配下可发生伤人，自伤等暴力行为。
127,127,癫痫病治疗常识还包括了保持良好的精神状态，树立战胜疾病的信心，虽然癫痫病对身心健康危害非常大，但是患者也不要过于担心，甚至长期处于心情郁闷的状态中。专家指出，不良精神状态对治疗会造成很大影响，患者要保持乐观开朗的精神状态。
128,128,首先一定要注意他的情绪状态不要太过分激动，可以根据医嘱进行用药治疗，否则对胎儿会造成一定的影响，平时的时候一定要按时进行孕检，注意一下饮食情况，多吃有营养的食物进行补充。
